State,Year,GEO.id2,County,Zip Code,Households,Poverty Households,ALICE Households,Above ALICE Households,Poverty %,ALICE %,Above ALICE %
Texas,2022,75141_ZCTA,Dallas,75141,1327,352,548,427,27%,41%,32%
Texas,2022,75142_ZCTA,Kaufman,75142,6996,916,2669,3411,13%,38%,49%
Texas,2022,75143_ZCTA,Henderson,75143,5475,732,1662,3081,13%,30%,56%
Texas,2022,75144_ZCTA,Navarro,75144,1304,256,405,643,20%,31%,49%
Texas,2022,75146_ZCTA,Dallas,75146,8493,1374,2813,4306,16%,33%,51%
Texas,2022,75147_ZCTA,Kaufman,75147,2828,382,1447,999,14%,51%,35%
Texas,2022,75148_ZCTA,Henderson,75148,2550,407,777,1366,16%,30%,54%
Texas,2022,75149_ZCTA,Dallas,75149,19826,2786,7111,9929,14%,36%,50%
Texas,2022,75150_ZCTA,Dallas,75150,22931,2413,8885,11633,11%,39%,51%
Texas,2022,75152_ZCTA,Ellis,75152,1914,136,577,1201,7%,30%,63%
Texas,2022,75153_ZCTA,Navarro,75153,165,0,38,127,0%,23%,77%
Texas,2022,75154_ZCTA,Ellis,75154,15535,1378,3810,10347,9%,25%,67%
Texas,2022,75155_ZCTA,Navarro,75155,960,142,357,461,15%,37%,48%
Texas,2022,75156_ZCTA,Henderson,75156,6764,1477,1836,3451,22%,27%,51%
Texas,2022,75158_ZCTA,Kaufman,75158,1869,132,612,1125,7%,33%,60%
Texas,2022,75159_ZCTA,Dallas,75159,6469,659,2308,3502,10%,36%,54%
Texas,2022,75160_ZCTA,Kaufman,75160,8719,1218,3574,3927,14%,41%,45%
Texas,2022,75161_ZCTA,Kaufman,75161,2388,226,869,1293,9%,36%,54%
Texas,2022,75163_ZCTA,Henderson,75163,1204,249,379,576,21%,31%,48%
Texas,2022,75164_ZCTA,Collin,75164,175,54,84,37,31%,48%,21%
Texas,2022,75165_ZCTA,Ellis,75165,17069,1394,5420,10255,8%,32%,60%
Texas,2022,75166_ZCTA,Collin,75166,1887,42,291,1554,2%,15%,82%
Texas,2022,75167_ZCTA,Ellis,75167,4176,190,840,3146,5%,20%,75%
Texas,2022,75169_ZCTA,Van Zandt,75169,5900,1034,1825,3041,18%,31%,52%
Texas,2022,75172_ZCTA,Dallas,75172,1766,248,696,822,14%,39%,47%
Texas,2022,75173_ZCTA,Collin,75173,2664,106,636,1922,4%,24%,72%
Texas,2022,75180_ZCTA,Dallas,75180,8112,822,3577,3713,10%,44%,46%
Texas,2022,75181_ZCTA,Dallas,75181,7951,523,1896,5532,7%,24%,70%
Texas,2022,75182_ZCTA,Dallas,75182,2624,214,235,2175,8%,9%,83%
Texas,2022,75189_ZCTA,Rockwall,75189,12919,703,2664,9552,5%,21%,74%
Texas,2022,75201_ZCTA,Dallas,75201,11514,1337,1617,8560,12%,14%,74%
Texas,2022,75202_ZCTA,Dallas,75202,1578,68,353,1157,4%,22%,73%
Texas,2022,75203_ZCTA,Dallas,75203,6204,1633,2487,2084,26%,40%,34%
Texas,2022,75204_ZCTA,Dallas,75204,19316,2220,4395,12701,11%,23%,66%
Texas,2022,75205_ZCTA,Dallas,75205,9226,845,1169,7212,9%,13%,78%
Texas,2022,75206_ZCTA,Dallas,75206,21567,2222,5529,13816,10%,26%,64%
Texas,2022,75207_ZCTA,Dallas,75207,2335,305,407,1623,13%,17%,70%
Texas,2022,75208_ZCTA,Dallas,75208,12159,1401,3624,7134,12%,30%,59%
Texas,2022,75209_ZCTA,Dallas,75209,6753,210,1658,4885,3%,25%,72%
Texas,2022,75210_ZCTA,Dallas,75210,2849,732,1536,581,26%,54%,20%
Texas,2022,75211_ZCTA,Dallas,75211,22587,4322,8934,9331,19%,40%,41%
Texas,2022,75212_ZCTA,Dallas,75212,8401,2286,3039,3076,27%,36%,37%
Texas,2022,75214_ZCTA,Dallas,75214,15398,970,3608,10820,6%,23%,70%
Texas,2022,75215_ZCTA,Dallas,75215,7356,2067,2566,2723,28%,35%,37%
Texas,2022,75216_ZCTA,Dallas,75216,18776,5672,8237,4867,30%,44%,26%
Texas,2022,75217_ZCTA,Dallas,75217,23868,5876,9034,8958,25%,38%,38%
Texas,2022,75218_ZCTA,Dallas,75218,9540,527,2462,6551,6%,26%,69%
Texas,2022,75219_ZCTA,Dallas,75219,16456,1467,4267,10722,9%,26%,65%
Texas,2022,75220_ZCTA,Dallas,75220,14128,2260,5697,6171,16%,40%,44%
Texas,2022,75223_ZCTA,Dallas,75223,4478,792,1360,2326,18%,30%,52%
Texas,2022,75224_ZCTA,Dallas,75224,11701,2236,5131,4334,19%,44%,37%
Texas,2022,75225_ZCTA,Dallas,75225,8944,510,1440,6994,6%,16%,78%
Texas,2022,75226_ZCTA,Dallas,75226,2631,294,918,1419,11%,35%,54%
Texas,2022,75227_ZCTA,Dallas,75227,18746,3349,7669,7728,18%,41%,41%
Texas,2022,75228_ZCTA,Dallas,75228,24158,4545,9224,10389,19%,38%,43%
Texas,2022,75229_ZCTA,Dallas,75229,11442,863,2268,8311,8%,20%,73%
Texas,2022,75230_ZCTA,Dallas,75230,13069,857,3846,8366,7%,29%,64%
Texas,2022,75231_ZCTA,Dallas,75231,17702,2447,8280,6975,14%,47%,39%
Texas,2022,75232_ZCTA,Dallas,75232,11294,2229,4640,4425,20%,41%,39%
Texas,2022,75233_ZCTA,Dallas,75233,4809,970,1604,2235,20%,33%,46%
Texas,2022,75234_ZCTA,Dallas,75234,12179,839,3461,7879,7%,28%,65%
Texas,2022,75235_ZCTA,Dallas,75235,8904,1444,3667,3793,16%,41%,43%
Texas,2022,75236_ZCTA,Dallas,75236,6747,1227,3376,2144,18%,50%,32%
Texas,2022,75237_ZCTA,Dallas,75237,7959,2224,3963,1772,28%,50%,22%
Texas,2022,75238_ZCTA,Dallas,75238,13108,1150,4823,7135,9%,37%,54%
Texas,2022,75240_ZCTA,Dallas,75240,10496,2034,4436,4026,19%,42%,38%
Texas,2022,75241_ZCTA,Dallas,75241,10554,2865,4467,3222,27%,42%,31%
Texas,2022,75243_ZCTA,Dallas,75243,27520,5006,12321,10193,18%,45%,37%
Texas,2022,75244_ZCTA,Dallas,75244,5726,315,1228,4183,6%,21%,73%
Texas,2022,75246_ZCTA,Dallas,75246,1254,372,473,409,30%,38%,33%
Texas,2022,75247_ZCTA,Dallas,75247,341,122,203,16,36%,60%,5%
Texas,2022,75248_ZCTA,Dallas,75248,16721,1002,4327,11392,6%,26%,68%
Texas,2022,75249_ZCTA,Dallas,75249,5226,352,1701,3173,7%,33%,61%
Texas,2022,75251_ZCTA,Dallas,75251,2262,133,497,1632,6%,22%,72%
Texas,2022,75252_ZCTA,Collin,75252,12617,1621,4176,6820,13%,33%,54%
Texas,2022,75253_ZCTA,Dallas,75253,6699,1306,2758,2635,19%,41%,39%
Texas,2022,75254_ZCTA,Dallas,75254,11663,1402,3872,6389,12%,33%,55%
Texas,2022,75287_ZCTA,Denton,75287,26763,3111,11700,11952,12%,44%,45%
Texas,2022,75401_ZCTA,Hunt,75401,7883,1099,3915,2869,14%,50%,36%
Texas,2022,75402_ZCTA,Hunt,75402,7406,821,2058,4527,11%,28%,61%
Texas,2022,75407_ZCTA,Collin,75407,8574,565,2767,5242,7%,32%,61%
Texas,2022,75409_ZCTA,Collin,75409,7456,696,2408,4352,9%,32%,58%
Texas,2022,75410_ZCTA,Wood,75410,2004,231,529,1244,12%,26%,62%
Texas,2022,75411_ZCTA,Lamar,75411,358,141,56,161,39%,16%,45%
Texas,2022,75412_ZCTA,Red River,75412,216,22,51,143,10%,24%,66%
Texas,2022,75414_ZCTA,Grayson,75414,1256,218,221,817,17%,18%,65%
Texas,2022,75415_ZCTA,Delta,75415,127,14,10,103,11%,8%,81%
Texas,2022,75416_ZCTA,Lamar,75416,1182,169,327,686,14%,28%,58%
Texas,2022,75417_ZCTA,Red River,75417,948,139,346,463,15%,36%,49%
Texas,2022,75418_ZCTA,Fannin,75418,4867,757,1609,2501,16%,33%,51%
Texas,2022,75420_ZCTA,Hopkins,75420,573,79,185,309,14%,32%,54%
Texas,2022,75421_ZCTA,Lamar,75421,249,31,87,131,12%,35%,53%
Texas,2022,75422_ZCTA,Hunt,75422,1134,107,467,560,9%,41%,49%
Texas,2022,75423_ZCTA,Hunt,75423,1091,130,483,478,12%,44%,44%
Texas,2022,75424_ZCTA,Collin,75424,1204,82,422,700,7%,35%,58%
Texas,2022,75426_ZCTA,Red River,75426,1665,401,718,546,24%,43%,33%
Texas,2022,75428_ZCTA,Hunt,75428,3812,781,1514,1517,20%,40%,40%
Texas,2022,75431_ZCTA,Hopkins,75431,583,135,208,240,23%,36%,41%
Texas,2022,75432_ZCTA,Delta,75432,1164,209,257,698,18%,22%,60%
Texas,2022,75433_ZCTA,Hopkins,75433,1178,152,248,778,13%,21%,66%
Texas,2022,75435_ZCTA,Lamar,75435,473,109,178,186,23%,38%,39%
Texas,2022,75436_ZCTA,Red River,75436,820,164,177,479,20%,22%,58%
Texas,2022,75437_ZCTA,Hopkins,75437,422,67,90,265,16%,21%,63%
Texas,2022,75438_ZCTA,Fannin,75438,383,53,64,266,14%,17%,69%
Texas,2022,75439_ZCTA,Fannin,75439,416,56,152,208,13%,37%,50%
Texas,2022,75440_ZCTA,Rains,75440,2749,370,698,1681,13%,25%,61%
Texas,2022,75442_ZCTA,Collin,75442,3902,610,903,2389,16%,23%,61%
Texas,2022,75446_ZCTA,Fannin,75446,1389,196,552,641,14%,40%,46%
Texas,2022,75447_ZCTA,Fannin,75447,463,44,117,302,10%,25%,65%
Texas,2022,75448_ZCTA,Delta,75448,277,7,98,172,3%,35%,62%
Texas,2022,75449_ZCTA,Fannin,75449,406,62,118,226,15%,29%,56%
Texas,2022,75450_ZCTA,Delta,75450,255,14,39,202,5%,15%,79%
Texas,2022,75451_ZCTA,Camp,75451,567,42,287,238,7%,51%,42%
Texas,2022,75452_ZCTA,Fannin,75452,1596,175,431,990,11%,27%,62%
Texas,2022,75453_ZCTA,Hunt,75453,1119,59,336,724,5%,30%,65%
Texas,2022,75454_ZCTA,Collin,75454,5421,274,1024,4123,5%,19%,76%
Texas,2022,75455_ZCTA,Titus,75455,9327,1593,2955,4779,17%,32%,51%
Texas,2022,75457_ZCTA,Franklin,75457,1984,110,666,1208,6%,34%,61%
Texas,2022,75459_ZCTA,Grayson,75459,1766,269,470,1027,15%,27%,58%
Texas,2022,75460_ZCTA,Lamar,75460,10066,2468,3081,4517,25%,31%,45%
Texas,2022,75462_ZCTA,Lamar,75462,4298,426,964,2908,10%,22%,68%
Texas,2022,75468_ZCTA,Lamar,75468,379,31,70,278,8%,18%,73%
Texas,2022,75469_ZCTA,Delta,75469,141,2,38,101,1%,27%,72%
Texas,2022,75471_ZCTA,Hopkins,75471,585,55,247,283,9%,42%,48%
Texas,2022,75472_ZCTA,Rains,75472,1485,191,480,814,13%,32%,55%
Texas,2022,75473_ZCTA,Lamar,75473,1429,84,336,1009,6%,24%,71%
Texas,2022,75474_ZCTA,Hunt,75474,6209,690,2515,3004,11%,41%,48%
Texas,2022,75476_ZCTA,Fannin,75476,554,53,213,288,10%,38%,52%
Texas,2022,75477_ZCTA,Lamar,75477,441,64,81,296,15%,18%,67%
Texas,2022,75478_ZCTA,Hopkins,75478,319,20,101,198,6%,32%,62%
Texas,2022,75479_ZCTA,Fannin,75479,706,74,213,419,10%,30%,59%
Texas,2022,75480_ZCTA,Franklin,75480,750,109,159,482,15%,21%,64%
Texas,2022,75481_ZCTA,Hopkins,75481,154,0,67,87,0%,44%,56%
Texas,2022,75482_ZCTA,Hopkins,75482,9667,1397,2771,5499,14%,29%,57%
Texas,2022,75486_ZCTA,Lamar,75486,1033,113,133,787,11%,13%,76%
Texas,2022,75487_ZCTA,Titus,75487,499,150,131,218,30%,26%,44%
Texas,2022,75488_ZCTA,Fannin,75488,331,59,95,177,18%,29%,53%
Texas,2022,75489_ZCTA,Grayson,75489,356,29,78,249,8%,22%,70%
Texas,2022,75490_ZCTA,Fannin,75490,1001,91,200,710,9%,20%,71%
Texas,2022,75491_ZCTA,Grayson,75491,1903,217,510,1176,11%,27%,62%
Texas,2022,75492_ZCTA,Fannin,75492,129,6,29,94,5%,22%,73%
Texas,2022,75493_ZCTA,Titus,75493,151,47,30,74,31%,20%,49%
Texas,2022,75494_ZCTA,Wood,75494,3975,431,1157,2387,11%,29%,60%
Texas,2022,75495_ZCTA,Grayson,75495,3238,257,718,2263,8%,22%,70%
Texas,2022,75496_ZCTA,Hunt,75496,1224,83,458,683,7%,37%,56%
Texas,2022,75497_ZCTA,Wood,75497,1648,212,537,899,13%,33%,55%
Texas,2022,75501_ZCTA,Bowie,75501,13063,3677,3612,5774,28%,28%,44%
Texas,2022,75503_ZCTA,Bowie,75503,10481,1058,3046,6377,10%,29%,61%
Texas,2022,75550_ZCTA,Red River,75550,240,36,56,148,15%,23%,62%
Texas,2022,75551_ZCTA,Cass,75551,4224,625,970,2629,15%,23%,62%
Texas,2022,75554_ZCTA,Red River,75554,979,159,381,439,16%,39%,45%
Texas,2022,75555_ZCTA,Cass,75555,723,89,255,379,12%,35%,52%
Texas,2022,75556_ZCTA,Cass,75556,422,84,74,264,20%,18%,63%
Texas,2022,75558_ZCTA,Titus,75558,669,26,155,488,4%,23%,73%
Texas,2022,75559_ZCTA,Bowie,75559,2277,450,669,1158,20%,29%,51%
Texas,2022,75560_ZCTA,Cass,75560,393,87,99,207,22%,25%,53%
Texas,2022,75561_ZCTA,Bowie,75561,1879,288,665,926,15%,35%,49%
Texas,2022,75563_ZCTA,Cass,75563,1684,383,467,834,23%,28%,50%
Texas,2022,75566_ZCTA,Cass,75566,245,17,83,145,7%,34%,59%
Texas,2022,75567_ZCTA,Bowie,75567,1594,293,385,916,18%,24%,57%
Texas,2022,75568_ZCTA,Cass,75568,1144,155,419,570,14%,37%,50%
Texas,2022,75569_ZCTA,Bowie,75569,1181,194,508,479,16%,43%,41%
Texas,2022,75570_ZCTA,Bowie,75570,3222,434,774,2014,13%,24%,63%
Texas,2022,75571_ZCTA,Morris,75571,1033,188,305,540,18%,30%,52%
Texas,2022,75572_ZCTA,Cass,75572,1342,280,465,597,21%,35%,44%
Texas,2022,75574_ZCTA,Bowie,75574,528,46,155,327,9%,29%,62%
Texas,2022,75601_ZCTA,Gregg,75601,5646,838,1730,3078,15%,31%,55%
Texas,2022,75602_ZCTA,Gregg,75602,7304,1656,2080,3568,23%,28%,49%
Texas,2022,75603_ZCTA,Gregg,75603,2585,430,717,1438,17%,28%,56%
Texas,2022,75604_ZCTA,Gregg,75604,11983,1653,3240,7090,14%,27%,59%
Texas,2022,75605_ZCTA,Gregg,75605,14740,1738,3549,9453,12%,24%,64%
Texas,2022,75630_ZCTA,Marion,75630,1090,213,384,493,20%,35%,45%
Texas,2022,75631_ZCTA,Panola,75631,867,92,225,550,11%,26%,63%
Texas,2022,75633_ZCTA,Panola,75633,4852,678,1592,2582,14%,33%,53%
Texas,2022,75638_ZCTA,Morris,75638,1998,385,533,1080,19%,27%,54%
Texas,2022,75639_ZCTA,Panola,75639,824,105,505,214,13%,61%,26%
Texas,2022,75640_ZCTA,Upshur,75640,2008,159,495,1354,8%,25%,67%
Texas,2022,75643_ZCTA,Panola,75643,870,100,310,460,11%,36%,53%
Texas,2022,75644_ZCTA,Upshur,75644,4468,679,1647,2142,15%,37%,48%
Texas,2022,75645_ZCTA,Upshur,75645,4027,608,1097,2322,15%,27%,58%
Texas,2022,75647_ZCTA,Gregg,75647,4876,817,1636,2423,17%,34%,50%
Texas,2022,75650_ZCTA,Harrison,75650,3501,257,996,2248,7%,28%,64%
Texas,2022,75651_ZCTA,Harrison,75651,825,183,182,460,22%,22%,56%
Texas,2022,75652_ZCTA,Rusk,75652,3791,485,1216,2090,13%,32%,55%
Texas,2022,75654_ZCTA,Rusk,75654,4696,529,1648,2519,11%,35%,54%
Texas,2022,75656_ZCTA,Cass,75656,1766,265,600,901,15%,34%,51%
Texas,2022,75657_ZCTA,Marion,75657,2948,509,953,1486,17%,32%,50%
Texas,2022,75661_ZCTA,Harrison,75661,996,160,337,499,16%,34%,50%
Texas,2022,75662_ZCTA,Gregg,75662,8416,1022,2482,4912,12%,29%,58%
Texas,2022,75667_ZCTA,Rusk,75667,459,61,135,263,13%,29%,57%
Texas,2022,75668_ZCTA,Morris,75668,980,152,331,497,16%,34%,51%
Texas,2022,75669_ZCTA,Panola,75669,227,42,29,156,19%,13%,69%
Texas,2022,75670_ZCTA,Harrison,75670,6168,1891,2086,2191,31%,34%,36%
Texas,2022,75672_ZCTA,Harrison,75672,6072,869,1565,3638,14%,26%,60%
Texas,2022,75681_ZCTA,Rusk,75681,1073,205,309,559,19%,29%,52%
Texas,2022,75682_ZCTA,Rusk,75682,264,7,132,125,3%,50%,47%
Texas,2022,75683_ZCTA,Upshur,75683,1435,422,421,592,29%,29%,41%
Texas,2022,75684_ZCTA,Rusk,75684,2235,262,921,1052,12%,41%,47%
Texas,2022,75686_ZCTA,Camp,75686,4705,953,1375,2377,20%,29%,51%
Texas,2022,75691_ZCTA,Rusk,75691,1662,260,340,1062,16%,20%,64%
Texas,2022,75692_ZCTA,Harrison,75692,1855,251,617,987,14%,33%,53%
Texas,2022,75693_ZCTA,Gregg,75693,2153,279,363,1511,13%,17%,70%
Texas,2022,75701_ZCTA,Smith,75701,12102,2171,3980,5951,18%,33%,49%
Texas,2022,75702_ZCTA,Smith,75702,8096,1632,3303,3161,20%,41%,39%
Texas,2022,75703_ZCTA,Smith,75703,17142,1626,5193,10323,9%,30%,60%
Texas,2022,75704_ZCTA,Smith,75704,3152,262,1349,1541,8%,43%,49%
Texas,2022,75705_ZCTA,Smith,75705,645,118,180,347,18%,28%,54%
Texas,2022,75706_ZCTA,Smith,75706,3162,499,1003,1660,16%,32%,52%
Texas,2022,75707_ZCTA,Smith,75707,5799,500,1593,3706,9%,27%,64%
Texas,2022,75708_ZCTA,Smith,75708,2868,282,654,1932,10%,23%,67%
Texas,2022,75709_ZCTA,Smith,75709,2176,111,697,1368,5%,32%,63%
Texas,2022,75750_ZCTA,Smith,75750,1254,168,337,749,13%,27%,60%
Texas,2022,75751_ZCTA,Henderson,75751,6275,1107,1890,3278,18%,30%,52%
Texas,2022,75752_ZCTA,Henderson,75752,2756,272,864,1620,10%,31%,59%
Texas,2022,75754_ZCTA,Van Zandt,75754,2611,172,786,1653,7%,30%,63%
Texas,2022,75755_ZCTA,Upshur,75755,1824,333,737,754,18%,40%,41%
Texas,2022,75756_ZCTA,Henderson,75756,1565,118,382,1065,8%,24%,68%
Texas,2022,75757_ZCTA,Smith,75757,4837,457,1288,3092,9%,27%,64%
Texas,2022,75758_ZCTA,Henderson,75758,3615,446,1126,2043,12%,31%,57%
Texas,2022,75760_ZCTA,Nacogdoches,75760,1069,129,232,708,12%,22%,66%
Texas,2022,75762_ZCTA,Smith,75762,5268,312,1370,3586,6%,26%,68%
Texas,2022,75763_ZCTA,Henderson,75763,2402,371,561,1470,15%,23%,61%
Texas,2022,75765_ZCTA,Wood,75765,3119,323,1151,1645,10%,37%,53%
Texas,2022,75766_ZCTA,Cherokee,75766,9558,1916,3241,4401,20%,34%,46%
Texas,2022,75770_ZCTA,Henderson,75770,1026,57,231,738,6%,23%,72%
Texas,2022,75771_ZCTA,Smith,75771,7558,653,1746,5159,9%,23%,68%
Texas,2022,75773_ZCTA,Wood,75773,5438,972,1690,2776,18%,31%,51%
Texas,2022,75778_ZCTA,Henderson,75778,1137,74,636,427,7%,56%,38%
Texas,2022,75780_ZCTA,Cherokee,75780,128,8,41,79,6%,32%,62%
Texas,2022,75783_ZCTA,Wood,75783,3206,418,940,1848,13%,29%,58%
Texas,2022,75784_ZCTA,Rusk,75784,248,11,104,133,4%,42%,54%
Texas,2022,75785_ZCTA,Cherokee,75785,3303,397,1052,1854,12%,32%,56%
Texas,2022,75789_ZCTA,Smith,75789,2889,368,762,1759,13%,26%,61%
Texas,2022,75790_ZCTA,Van Zandt,75790,1358,241,406,711,18%,30%,52%
Texas,2022,75791_ZCTA,Smith,75791,5049,755,1133,3161,15%,22%,63%
Texas,2022,75792_ZCTA,Smith,75792,1136,283,350,503,25%,31%,44%
Texas,2022,75801_ZCTA,Anderson,75801,6303,800,3158,2345,13%,50%,37%
Texas,2022,75803_ZCTA,Anderson,75803,5807,1084,1940,2783,19%,33%,48%
Texas,2022,75831_ZCTA,Leon,75831,2080,455,611,1014,22%,29%,49%
Texas,2022,75833_ZCTA,Leon,75833,1064,76,274,714,7%,26%,67%
